x;y;
-0.787300;0.705761;
-0.786950;0.706009;
-0.786600;0.706256;
-0.786250;0.706504;
-0.785900;0.706752;
-0.785550;0.706999;
-0.785200;0.707247;
-0.784850;0.707494;
-0.784500;0.707742;
-0.784150;0.707989;
-0.783800;0.708236;
-0.783450;0.708483;
-0.783100;0.708730;
-0.782750;0.708977;
-0.782400;0.709224;
-0.782050;0.709470;
-0.781700;0.709717;
-0.781350;0.709963;
-0.781000;0.710210;
-0.780650;0.710456;
-0.780300;0.710703;
-0.779950;0.710949;
-0.779600;0.711195;
-0.779250;0.711441;
-0.778900;0.711687;
-0.778550;0.711933;
-0.778200;0.712178;
-0.777850;0.712424;
-0.777500;0.712670;
-0.777150;0.712915;
-0.776800;0.713160;
-0.776450;0.713406;
-0.776100;0.713651;
-0.775750;0.713896;
-0.775400;0.714141;
-0.775050;0.714386;
-0.774700;0.714631;
-0.774350;0.714876;
-0.774000;0.715120;
-0.773650;0.715365;
-0.773300;0.715610;
-0.772950;0.715854;
-0.772600;0.716098;
-0.772250;0.716343;
-0.771900;0.716587;
-0.771550;0.716831;
-0.771200;0.717075;
-0.770850;0.717319;
-0.770500;0.717563;
-0.770150;0.717806;
-0.769800;0.718050;
-0.769450;0.718293;
-0.769100;0.718537;
-0.768750;0.718780;
-0.768400;0.719024;
-0.768050;0.719267;
-0.767700;0.719510;
-0.767350;0.719753;
-0.767000;0.719996;
-0.766650;0.720239;
-0.766300;0.720481;
-0.765950;0.720724;
-0.765600;0.720967;
-0.765250;0.721209;
-0.764900;0.721452;
-0.764550;0.721694;
-0.764200;0.721936;
-0.763850;0.722178;
-0.763500;0.722420;
-0.763150;0.722662;
-0.762800;0.722904;
-0.762450;0.723146;
-0.762100;0.723388;
-0.761750;0.723629;
-0.761400;0.723871;
-0.761050;0.724112;
-0.760700;0.724354;
-0.760350;0.724595;
-0.760000;0.724836;
-0.759650;0.725077;
-0.759300;0.725318;
-0.758950;0.725559;
-0.758600;0.725800;
-0.758250;0.726041;
-0.757900;0.726281;
-0.757550;0.726522;
-0.757200;0.726762;
-0.756850;0.727003;
-0.756500;0.727243;
-0.756150;0.727483;
-0.755800;0.727723;
-0.755450;0.727963;
-0.755100;0.728203;
-0.754750;0.728443;
-0.754400;0.728683;
-0.754050;0.728922;
-0.753700;0.729162;
-0.753350;0.729401;
-0.753000;0.729641;
-0.752650;0.729880;
-0.752300;0.730119;
-0.751950;0.730358;
-0.751600;0.730597;
-0.751250;0.730836;
-0.750900;0.731075;
-0.750550;0.731314;
-0.750200;0.731553;
-0.749850;0.731791;
-0.749500;0.732030;
-0.749150;0.732268;
-0.748800;0.732506;
-0.748450;0.732745;
-0.748100;0.732983;
-0.747750;0.733221;
-0.747400;0.733459;
-0.747050;0.733697;
-0.746700;0.733934;
-0.746350;0.734172;
-0.746000;0.734410;
-0.745650;0.734647;
-0.745300;0.734884;
-0.744950;0.735122;
-0.744600;0.735359;
-0.744250;0.735596;
-0.743900;0.735833;
-0.743550;0.736070;
-0.743200;0.736307;
-0.742850;0.736544;
-0.742500;0.736781;
-0.742150;0.737017;
-0.741800;0.737254;
-0.741450;0.737490;
-0.741100;0.737726;
-0.740750;0.737963;
-0.740400;0.738199;
-0.740050;0.738435;
-0.739700;0.738671;
-0.739350;0.738907;
-0.739000;0.739142;
-0.738650;0.739378;
-0.738300;0.739614;
-0.737950;0.739849;
-0.737600;0.740085;
-0.737250;0.740320;
-0.736900;0.740555;
-0.736550;0.740790;
-0.736200;0.741026;
-0.735850;0.741260;
-0.735500;0.741495;
-0.735150;0.741730;
-0.734800;0.741965;
-0.734450;0.742199;
-0.734100;0.742434;
-0.733750;0.742668;
-0.733400;0.742903;
-0.733050;0.743137;
-0.732700;0.743371;
-0.732350;0.743605;
-0.732000;0.743839;
-0.731650;0.744073;
-0.731300;0.744307;
-0.730950;0.744541;
-0.730600;0.744774;
-0.730250;0.745008;
-0.729900;0.745241;
-0.729550;0.745474;
-0.729200;0.745708;
-0.728850;0.745941;
-0.728500;0.746174;
-0.728150;0.746407;
-0.727800;0.746640;
-0.727450;0.746872;
-0.727100;0.747105;
-0.726750;0.747338;
-0.726400;0.747570;
-0.726050;0.747803;
-0.725700;0.748035;
-0.725350;0.748267;
-0.725000;0.748499;
-0.724650;0.748731;
-0.724300;0.748963;
-0.723950;0.749195;
-0.723600;0.749427;
-0.723250;0.749659;
-0.722900;0.749890;
-0.722550;0.750122;
-0.722200;0.750353;
-0.721850;0.750585;
-0.721500;0.750816;
-0.721150;0.751047;
-0.720800;0.751278;
-0.720450;0.751509;
-0.720100;0.751740;
-0.719750;0.751971;
-0.719400;0.752201;
-0.719050;0.752432;
-0.718700;0.752662;
-0.718350;0.752893;
-0.718000;0.753123;
-0.717650;0.753353;
-0.717300;0.753583;
-0.716950;0.753813;
-0.716600;0.754043;
-0.716250;0.754273;
-0.715900;0.754503;
-0.715550;0.754733;
-0.715200;0.754962;
-0.714850;0.755192;
-0.714500;0.755421;
-0.714150;0.755650;
-0.713800;0.755879;
-0.713450;0.756109;
-0.713100;0.756338;
-0.712750;0.756566;
-0.712400;0.756795;
-0.712050;0.757024;
-0.711700;0.757253;
-0.711350;0.757481;
-0.711000;0.757710;
-0.710650;0.757938;
-0.710300;0.758166;
-0.709950;0.758394;
-0.709600;0.758623;
-0.709250;0.758851;
-0.708900;0.759078;
-0.708550;0.759306;
-0.708200;0.759534;
-0.707850;0.759762;
-0.707500;0.759989;
-0.707150;0.760217;
-0.706800;0.760444;
-0.706450;0.760671;
-0.706100;0.760898;
-0.705750;0.761125;
-0.705400;0.761352;
-0.705050;0.761579;
-0.704700;0.761806;
-0.704350;0.762033;
-0.704000;0.762259;
-0.703650;0.762486;
-0.703300;0.762712;
-0.702950;0.762938;
-0.702600;0.763165;
-0.702250;0.763391;
-0.701900;0.763617;
-0.701550;0.763843;
-0.701200;0.764069;
-0.700850;0.764294;
-0.700500;0.764520;
-0.700150;0.764746;
-0.699800;0.764971;
-0.699450;0.765196;
-0.699100;0.765422;
-0.698750;0.765647;
-0.698400;0.765872;
-0.698050;0.766097;
-0.697700;0.766322;
-0.697350;0.766547;
-0.697000;0.766771;
-0.696650;0.766996;
-0.696300;0.767221;
-0.695950;0.767445;
-0.695600;0.767669;
-0.695250;0.767894;
-0.694900;0.768118;
-0.694550;0.768342;
-0.694200;0.768566;
-0.693850;0.768790;
-0.693500;0.769013;
-0.693150;0.769237;
-0.692800;0.769461;
-0.692450;0.769684;
-0.692100;0.769908;
-0.691750;0.770131;
-0.691400;0.770354;
-0.691050;0.770577;
-0.690700;0.770800;
-0.690350;0.771023;
-0.690000;0.771246;
-0.689650;0.771469;
-0.689300;0.771691;
-0.688950;0.771914;
-0.688600;0.772136;
-0.688250;0.772359;
-0.687900;0.772581;
-0.687550;0.772803;
-0.687200;0.773025;
-0.686850;0.773247;
-0.686500;0.773469;
-0.686150;0.773691;
-0.685800;0.773913;
-0.685450;0.774134;
-0.685100;0.774356;
-0.684750;0.774577;
-0.684400;0.774799;
-0.684050;0.775020;
-0.683700;0.775241;
-0.683350;0.775462;
-0.683000;0.775683;
-0.682650;0.775904;
-0.682300;0.776124;
-0.681950;0.776345;
-0.681600;0.776566;
-0.681250;0.776786;
-0.680900;0.777006;
-0.680550;0.777227;
-0.680200;0.777447;
-0.679850;0.777667;
-0.679500;0.777887;
-0.679150;0.778107;
-0.678800;0.778327;
-0.678450;0.778546;
-0.678100;0.778766;
-0.677750;0.778986;
-0.677400;0.779205;
-0.677050;0.779424;
-0.676700;0.779643;
-0.676350;0.779863;
-0.676000;0.780082;
-0.675650;0.780301;
-0.675300;0.780519;
-0.674950;0.780738;
-0.674600;0.780957;
-0.674250;0.781175;
-0.673900;0.781394;
-0.673550;0.781612;
-0.673200;0.781831;
-0.672850;0.782049;
-0.672500;0.782267;
-0.672150;0.782485;
-0.671800;0.782703;
-0.671450;0.782920;
-0.671100;0.783138;
-0.670750;0.783356;
-0.670400;0.783573;
-0.670050;0.783791;
-0.669700;0.784008;
-0.669350;0.784225;
-0.669000;0.784442;
-0.668650;0.784659;
-0.668300;0.784876;
-0.667950;0.785093;
-0.667600;0.785310;
-0.667250;0.785526;
-0.666900;0.785743;
-0.666550;0.785959;
-0.666200;0.786176;
-0.665850;0.786392;
-0.665500;0.786608;
-0.665150;0.786824;
-0.664800;0.787040;
-0.664450;0.787256;
-0.664100;0.787472;
-0.663750;0.787687;
-0.663400;0.787903;
-0.663050;0.788119;
-0.662700;0.788334;
-0.662350;0.788549;
-0.662000;0.788764;
-0.661650;0.788980;
-0.661300;0.789195;
-0.660950;0.789409;
-0.660600;0.789624;
-0.660250;0.789839;
-0.659900;0.790054;
-0.659550;0.790268;
-0.659200;0.790482;
-0.658850;0.790697;
-0.658500;0.790911;
-0.658150;0.791125;
-0.657800;0.791339;
-0.657450;0.791553;
-0.657100;0.791767;
-0.656750;0.791981;
-0.656400;0.792194;
-0.656050;0.792408;
-0.655700;0.792621;
-0.655350;0.792835;
-0.655000;0.793048;
-0.654650;0.793261;
-0.654300;0.793474;
-0.653950;0.793687;
-0.653600;0.793900;
-0.653250;0.794113;
-0.652900;0.794325;
-0.652550;0.794538;
-0.652200;0.794750;
-0.651850;0.794963;
-0.651500;0.795175;
-0.651150;0.795387;
-0.650800;0.795599;
-0.650450;0.795811;
-0.650100;0.796023;
-0.649750;0.796235;
-0.649400;0.796447;
-0.649050;0.796658;
-0.648700;0.796870;
-0.648350;0.797081;
-0.648000;0.797293;
-0.647650;0.797504;
-0.647300;0.797715;
-0.646950;0.797926;
-0.646600;0.798137;
-0.646250;0.798348;
-0.645900;0.798558;
-0.645550;0.798769;
-0.645200;0.798980;
-0.644850;0.799190;
-0.644500;0.799400;
-0.644150;0.799610;
-0.643800;0.799821;
-0.643450;0.800031;
-0.643100;0.800241;
-0.642750;0.800450;
-0.642400;0.800660;
-0.642050;0.800870;
-0.641700;0.801079;
-0.641350;0.801289;
-0.641000;0.801498;
-0.640650;0.801707;
-0.640300;0.801917;
-0.639950;0.802126;
-0.639600;0.802335;
-0.639250;0.802543;
-0.638900;0.802752;
-0.638550;0.802961;
-0.638200;0.803169;
-0.637850;0.803378;
-0.637500;0.803586;
-0.637150;0.803795;
-0.636800;0.804003;
-0.636450;0.804211;
-0.636100;0.804419;
-0.635750;0.804627;
-0.635400;0.804834;
-0.635050;0.805042;
-0.634700;0.805250;
-0.634350;0.805457;
-0.634000;0.805664;
-0.633650;0.805872;
-0.633300;0.806079;
-0.632950;0.806286;
-0.632600;0.806493;
-0.632250;0.806700;
-0.631900;0.806907;
-0.631550;0.807113;
-0.631200;0.807320;
-0.630850;0.807526;
-0.630500;0.807733;
-0.630150;0.807939;
-0.629800;0.808145;
-0.629450;0.808351;
-0.629100;0.808557;
-0.628750;0.808763;
-0.628400;0.808969;
-0.628050;0.809175;
-0.627700;0.809380;
-0.627350;0.809586;
-0.627000;0.809791;
-0.626650;0.809997;
-0.626300;0.810202;
-0.625950;0.810407;
-0.625600;0.810612;
-0.625250;0.810817;
-0.624900;0.811022;
-0.624550;0.811226;
-0.624200;0.811431;
-0.623850;0.811635;
-0.623500;0.811840;
-0.623150;0.812044;
-0.622800;0.812248;
-0.622450;0.812452;
-0.622100;0.812656;
-0.621750;0.812860;
-0.621400;0.813064;
-0.621050;0.813268;
-0.620700;0.813472;
-0.620350;0.813675;
-0.620000;0.813878;
-0.619650;0.814082;
-0.619300;0.814285;
-0.618950;0.814488;
-0.618600;0.814691;
-0.618250;0.814894;
-0.617900;0.815097;
-0.617550;0.815300;
-0.617200;0.815502;
-0.616850;0.815705;
-0.616500;0.815907;
-0.616150;0.816109;
-0.615800;0.816312;
-0.615450;0.816514;
-0.615100;0.816716;
-0.614750;0.816918;
-0.614400;0.817119;
-0.614050;0.817321;
-0.613700;0.817523;
-0.613350;0.817724;
-0.613000;0.817926;
-0.612650;0.818127;
-0.612300;0.818328;
-0.611950;0.818529;
-0.611600;0.818730;
-0.611250;0.818931;
-0.610900;0.819132;
-0.610550;0.819333;
-0.610200;0.819533;
-0.609850;0.819734;
-0.609500;0.819934;
-0.609150;0.820135;
-0.608800;0.820335;
-0.608450;0.820535;
-0.608100;0.820735;
-0.607750;0.820935;
-0.607400;0.821135;
-0.607050;0.821334;
-0.606700;0.821534;
-0.606350;0.821734;
-0.606000;0.821933;
-0.605650;0.822132;
-0.605300;0.822331;
-0.604950;0.822531;
-0.604600;0.822730;
-0.604250;0.822928;
-0.603900;0.823127;
-0.603550;0.823326;
-0.603200;0.823525;
-0.602850;0.823723;
-0.602500;0.823921;
-0.602150;0.824120;
-0.601800;0.824318;
-0.601450;0.824516;
-0.601100;0.824714;
-0.600750;0.824912;
-0.600400;0.825110;
-0.600050;0.825307;
-0.599700;0.825505;
-0.599350;0.825702;
-0.599000;0.825900;
-0.598650;0.826097;
-0.598300;0.826294;
-0.597950;0.826491;
-0.597600;0.826688;
-0.597250;0.826885;
-0.596900;0.827082;
-0.596550;0.827279;
-0.596200;0.827475;
-0.595850;0.827672;
-0.595500;0.827868;
-0.595150;0.828064;
-0.594800;0.828261;
-0.594450;0.828457;
-0.594100;0.828653;
-0.593750;0.828848;
-0.593400;0.829044;
-0.593050;0.829240;
-0.592700;0.829435;
-0.592350;0.829631;
-0.592000;0.829826;
-0.591650;0.830022;
-0.591300;0.830217;
-0.590950;0.830412;
-0.590600;0.830607;
-0.590250;0.830802;
-0.589900;0.830996;
-0.589550;0.831191;
-0.589200;0.831386;
-0.588850;0.831580;
-0.588500;0.831774;
-0.588150;0.831969;
-0.587800;0.832163;
-0.587450;0.832357;
-0.587100;0.832551;
-0.586750;0.832744;
-0.586400;0.832938;
-0.586050;0.833132;
-0.585700;0.833325;
-0.585350;0.833519;
-0.585000;0.833712;
-0.584650;0.833905;
-0.584300;0.834098;
-0.583950;0.834291;
-0.583600;0.834484;
-0.583250;0.834677;
-0.582900;0.834870;
-0.582550;0.835062;
-0.582200;0.835255;
-0.581850;0.835447;
-0.581500;0.835640;
-0.581150;0.835832;
-0.580800;0.836024;
-0.580450;0.836216;
-0.580100;0.836408;
-0.579750;0.836600;
-0.579400;0.836791;
-0.579050;0.836983;
-0.578700;0.837174;
-0.578350;0.837366;
-0.578000;0.837557;
-0.577650;0.837748;
-0.577300;0.837939;
-0.576950;0.838130;
-0.576600;0.838321;
-0.576250;0.838512;
-0.575900;0.838703;
-0.575550;0.838893;
-0.575200;0.839084;
-0.574850;0.839274;
-0.574500;0.839464;
-0.574150;0.839654;
-0.573800;0.839844;
-0.573450;0.840034;
-0.573100;0.840224;
-0.572750;0.840414;
-0.572400;0.840603;
-0.572050;0.840793;
-0.571700;0.840982;
-0.571350;0.841172;
-0.571000;0.841361;
-0.570650;0.841550;
-0.570300;0.841739;
-0.569950;0.841928;
-0.569600;0.842117;
-0.569250;0.842305;
-0.568900;0.842494;
-0.568550;0.842683;
-0.568200;0.842871;
-0.567850;0.843059;
-0.567500;0.843247;
-0.567150;0.843436;
-0.566800;0.843623;
-0.566450;0.843811;
-0.566100;0.843999;
-0.565750;0.844187;
-0.565400;0.844374;
-0.565050;0.844562;
-0.564700;0.844749;
-0.564350;0.844936;
-0.564000;0.845124;
-0.563650;0.845311;
-0.563300;0.845498;
-0.562950;0.845684;
-0.562600;0.845871;
-0.562250;0.846058;
-0.561900;0.846244;
-0.561550;0.846431;
-0.561200;0.846617;
-0.560850;0.846803;
-0.560500;0.846989;
-0.560150;0.847175;
-0.559800;0.847361;
-0.559450;0.847547;
-0.559100;0.847733;
-0.558750;0.847918;
-0.558400;0.848104;
-0.558050;0.848289;
-0.557700;0.848475;
-0.557350;0.848660;
-0.557000;0.848845;
-0.556650;0.849030;
-0.556300;0.849215;
-0.555950;0.849399;
-0.555600;0.849584;
-0.555250;0.849769;
-0.554900;0.849953;
-0.554550;0.850137;
-0.554200;0.850322;
-0.553850;0.850506;
-0.553500;0.850690;
-0.553150;0.850874;
-0.552800;0.851058;
-0.552450;0.851241;
-0.552100;0.851425;
-0.551750;0.851609;
-0.551400;0.851792;
-0.551050;0.851975;
-0.550700;0.852158;
-0.550350;0.852342;
-0.550000;0.852525;
-0.549650;0.852707;
-0.549300;0.852890;
-0.548950;0.853073;
-0.548600;0.853255;
-0.548250;0.853438;
-0.547900;0.853620;
-0.547550;0.853803;
-0.547200;0.853985;
-0.546850;0.854167;
-0.546500;0.854349;
-0.546150;0.854531;
-0.545800;0.854712;
-0.545450;0.854894;
-0.545100;0.855075;
-0.544750;0.855257;
-0.544400;0.855438;
-0.544050;0.855619;
-0.543700;0.855801;
-0.543350;0.855982;
-0.543000;0.856162;
-0.542650;0.856343;
-0.542300;0.856524;
-0.541950;0.856704;
-0.541600;0.856885;
-0.541250;0.857065;
-0.540900;0.857246;
-0.540550;0.857426;
-0.540200;0.857606;
-0.539850;0.857786;
-0.539500;0.857966;
-0.539150;0.858145;
-0.538800;0.858325;
-0.538450;0.858505;
-0.538100;0.858684;
-0.537750;0.858863;
-0.537400;0.859043;
-0.537050;0.859222;
-0.536700;0.859401;
-0.536350;0.859580;
-0.536000;0.859758;
-0.535650;0.859937;
-0.535300;0.860116;
-0.534950;0.860294;
-0.534600;0.860472;
-0.534250;0.860651;
-0.533900;0.860829;
-0.533550;0.861007;
-0.533200;0.861185;
-0.532850;0.861363;
-0.532500;0.861541;
-0.532150;0.861718;
-0.531800;0.861896;
-0.531450;0.862073;
-0.531100;0.862250;
-0.530750;0.862428;
-0.530400;0.862605;
-0.530050;0.862782;
-0.529700;0.862959;
-0.529350;0.863135;
-0.529000;0.863312;
-0.528650;0.863489;
-0.528300;0.863665;
-0.527950;0.863842;
-0.527600;0.864018;
-0.527250;0.864194;
-0.526900;0.864370;
-0.526550;0.864546;
-0.526200;0.864722;
-0.525850;0.864898;
-0.525500;0.865073;
-0.525150;0.865249;
-0.524800;0.865424;
-0.524450;0.865599;
-0.524100;0.865775;
-0.523750;0.865950;
-0.523400;0.866125;
-0.523050;0.866300;
-0.522700;0.866474;
-0.522350;0.866649;
-0.522000;0.866824;
-0.521650;0.866998;
-0.521300;0.867173;
-0.520950;0.867347;
-0.520600;0.867521;
-0.520250;0.867695;
-0.519900;0.867869;
-0.519550;0.868043;
-0.519200;0.868216;
-0.518850;0.868390;
-0.518500;0.868564;
-0.518150;0.868737;
-0.517800;0.868910;
-0.517450;0.869083;
-0.517100;0.869256;
-0.516750;0.869429;
-0.516400;0.869602;
-0.516050;0.869775;
-0.515700;0.869948;
-0.515350;0.870120;
-0.515000;0.870293;
-0.514650;0.870465;
-0.514300;0.870637;
-0.513950;0.870809;
-0.513600;0.870981;
-0.513250;0.871153;
-0.512900;0.871325;
-0.512550;0.871497;
-0.512200;0.871668;
-0.511850;0.871840;
-0.511500;0.872011;
-0.511150;0.872183;
-0.510800;0.872354;
-0.510450;0.872525;
-0.510100;0.872696;
-0.509750;0.872867;
-0.509400;0.873037;
-0.509050;0.873208;
-0.508700;0.873378;
-0.508350;0.873549;
-0.508000;0.873719;
-0.507650;0.873889;
-0.507300;0.874059;
-0.506950;0.874229;
-0.506600;0.874399;
-0.506250;0.874569;
-0.505900;0.874739;
-0.505550;0.874908;
-0.505200;0.875078;
-0.504850;0.875247;
-0.504500;0.875416;
-0.504150;0.875585;
-0.503800;0.875754;
-0.503450;0.875923;
-0.503100;0.876092;
-0.502750;0.876261;
-0.502400;0.876429;
-0.502050;0.876598;
-0.501700;0.876766;
-0.501350;0.876935;
-0.501000;0.877103;
-0.500650;0.877271;
-0.500300;0.877439;
-0.499950;0.877607;
-0.499600;0.877774;
-0.499250;0.877942;
-0.498900;0.878109;
-0.498550;0.878277;
-0.498200;0.878444;
-0.497850;0.878611;
-0.497500;0.878778;
-0.497150;0.878945;
-0.496800;0.879112;
-0.496450;0.879279;
-0.496100;0.879446;
-0.495750;0.879612;
-0.495400;0.879779;
-0.495050;0.879945;
-0.494700;0.880111;
-0.494350;0.880277;
-0.494000;0.880443;
-0.493650;0.880609;
-0.493300;0.880775;
-0.492950;0.880941;
-0.492600;0.881106;
-0.492250;0.881272;
-0.491900;0.881437;
-0.491550;0.881602;
-0.491200;0.881767;
-0.490850;0.881933;
-0.490500;0.882097;
-0.490150;0.882262;
-0.489800;0.882427;
-0.489450;0.882592;
-0.489100;0.882756;
-0.488750;0.882920;
-0.488400;0.883085;
-0.488050;0.883249;
-0.487700;0.883413;
-0.487350;0.883577;
-0.487000;0.883741;
-0.486650;0.883905;
-0.486300;0.884068;
-0.485950;0.884232;
-0.485600;0.884395;
-0.485250;0.884558;
-0.484900;0.884722;
-0.484550;0.884885;
-0.484200;0.885048;
-0.483850;0.885211;
-0.483500;0.885373;
-0.483150;0.885536;
-0.482800;0.885698;
-0.482450;0.885861;
-0.482100;0.886023;
-0.481750;0.886185;
-0.481400;0.886348;
-0.481050;0.886510;
-0.480700;0.886671;
-0.480350;0.886833;
-0.480000;0.886995;
-0.479650;0.887156;
-0.479300;0.887318;
-0.478950;0.887479;
-0.478600;0.887641;
-0.478250;0.887802;
-0.477900;0.887963;
-0.477550;0.888124;
-0.477200;0.888284;
-0.476850;0.888445;
-0.476500;0.888606;
-0.476150;0.888766;
-0.475800;0.888927;
-0.475450;0.889087;
-0.475100;0.889247;
-0.474750;0.889407;
-0.474400;0.889567;
-0.474050;0.889727;
-0.473700;0.889887;
-0.473350;0.890046;
-0.473000;0.890206;
-0.472650;0.890365;
-0.472300;0.890524;
-0.471950;0.890683;
-0.471600;0.890843;
-0.471250;0.891001;
-0.470900;0.891160;
-0.470550;0.891319;
-0.470200;0.891478;
-0.469850;0.891636;
-0.469500;0.891795;
-0.469150;0.891953;
-0.468800;0.892111;
-0.468450;0.892269;
-0.468100;0.892427;
-0.467750;0.892585;
-0.467400;0.892743;
-0.467050;0.892900;
-0.466700;0.893058;
-0.466350;0.893215;
-0.466000;0.893373;
-0.465650;0.893530;
-0.465300;0.893687;
-0.464950;0.893844;
-0.464600;0.894001;
-0.464250;0.894158;
-0.463900;0.894314;
-0.463550;0.894471;
-0.463200;0.894627;
-0.462850;0.894784;
-0.462500;0.894940;
-0.462150;0.895096;
-0.461800;0.895252;
-0.461450;0.895408;
-0.461100;0.895564;
-0.460750;0.895719;
-0.460400;0.895875;
-0.460050;0.896030;
-0.459700;0.896186;
-0.459350;0.896341;
-0.459000;0.896496;
-0.458650;0.896651;
-0.458300;0.896806;
-0.457950;0.896961;
-0.457600;0.897115;
-0.457250;0.897270;
-0.456900;0.897424;
-0.456550;0.897579;
-0.456200;0.897733;
-0.455850;0.897887;
-0.455500;0.898041;
-0.455150;0.898195;
-0.454800;0.898349;
-0.454450;0.898503;
-0.454100;0.898656;
-0.453750;0.898810;
-0.453400;0.898963;
-0.453050;0.899116;
-0.452700;0.899269;
-0.452350;0.899422;
-0.452000;0.899575;
-0.451650;0.899728;
-0.451300;0.899881;
-0.450950;0.900033;
-0.450600;0.900186;
-0.450250;0.900338;
-0.449900;0.900491;
-0.449550;0.900643;
-0.449200;0.900795;
-0.448850;0.900947;
-0.448500;0.901099;
-0.448150;0.901250;
-0.447800;0.901402;
-0.447450;0.901553;
-0.447100;0.901705;
-0.446750;0.901856;
-0.446400;0.902007;
-0.446050;0.902158;
-0.445700;0.902309;
-0.445350;0.902460;
-0.445000;0.902611;
-0.444650;0.902761;
-0.444300;0.902912;
-0.443950;0.903062;
-0.443600;0.903212;
-0.443250;0.903363;
-0.442900;0.903513;
-0.442550;0.903663;
-0.442200;0.903812;
-0.441850;0.903962;
-0.441500;0.904112;
-0.441150;0.904261;
-0.440800;0.904411;
-0.440450;0.904560;
-0.440100;0.904709;
-0.439750;0.904858;
-0.439400;0.905007;
-0.439050;0.905156;
-0.438700;0.905305;
-0.438350;0.905453;
-0.438000;0.905602;
-0.437650;0.905750;
-0.437300;0.905898;
-0.436950;0.906047;
-0.436600;0.906195;
-0.436250;0.906343;
-0.435900;0.906490;
-0.435550;0.906638;
-0.435200;0.906786;
-0.434850;0.906933;
-0.434500;0.907081;
-0.434150;0.907228;
-0.433800;0.907375;
-0.433450;0.907522;
-0.433100;0.907669;
-0.432750;0.907816;
-0.432400;0.907963;
-0.432050;0.908109;
-0.431700;0.908256;
-0.431350;0.908402;
-0.431000;0.908548;
-0.430650;0.908695;
-0.430300;0.908841;
-0.429950;0.908987;
-0.429600;0.909132;
-0.429250;0.909278;
-0.428900;0.909424;
-0.428550;0.909569;
-0.428200;0.909715;
-0.427850;0.909860;
-0.427500;0.910005;
-0.427150;0.910150;
-0.426800;0.910295;
-0.426450;0.910440;
-0.426100;0.910585;
-0.425750;0.910729;
-0.425400;0.910874;
-0.425050;0.911018;
-0.424700;0.911162;
-0.424350;0.911307;
-0.424000;0.911451;
-0.423650;0.911595;
-0.423300;0.911738;
-0.422950;0.911882;
-0.422600;0.912026;
-0.422250;0.912169;
-0.421900;0.912313;
-0.421550;0.912456;
-0.421200;0.912599;
-0.420850;0.912742;
-0.420500;0.912885;
-0.420150;0.913028;
-0.419800;0.913170;
-0.419450;0.913313;
-0.419100;0.913456;
-0.418750;0.913598;
-0.418400;0.913740;
-0.418050;0.913882;
-0.417700;0.914024;
-0.417350;0.914166;
-0.417000;0.914308;
-0.416650;0.914450;
-0.416300;0.914591;
-0.415950;0.914733;
-0.415600;0.914874;
-0.415250;0.915015;
-0.414900;0.915157;
-0.414550;0.915298;
-0.414200;0.915439;
-0.413850;0.915579;
-0.413500;0.915720;
-0.413150;0.915861;
-0.412800;0.916001;
-0.412450;0.916141;
-0.412100;0.916282;
-0.411750;0.916422;
-0.411400;0.916562;
-0.411050;0.916702;
-0.410700;0.916842;
-0.410350;0.916981;
-0.410000;0.917121;
-0.409650;0.917260;
-0.409300;0.917400;
-0.408950;0.917539;
-0.408600;0.917678;
-0.408250;0.917817;
-0.407900;0.917956;
-0.407550;0.918095;
-0.407200;0.918233;
-0.406850;0.918372;
-0.406500;0.918510;
-0.406150;0.918649;
-0.405800;0.918787;
-0.405450;0.918925;
-0.405100;0.919063;
-0.404750;0.919201;
-0.404400;0.919339;
-0.404050;0.919476;
-0.403700;0.919614;
-0.403350;0.919751;
-0.403000;0.919889;
-0.402650;0.920026;
-0.402300;0.920163;
-0.401950;0.920300;
-0.401600;0.920437;
-0.401250;0.920574;
-0.400900;0.920710;
-0.400550;0.920847;
-0.400200;0.920983;
-0.399850;0.921119;
-0.399500;0.921256;
-0.399150;0.921392;
-0.398800;0.921528;
-0.398450;0.921663;
-0.398100;0.921799;
-0.397750;0.921935;
-0.397400;0.922070;
-0.397050;0.922206;
-0.396700;0.922341;
-0.396350;0.922476;
-0.396000;0.922611;
-0.395650;0.922746;
-0.395300;0.922881;
-0.394950;0.923016;
-0.394600;0.923150;
-0.394250;0.923285;
-0.393900;0.923419;
-0.393550;0.923554;
-0.393200;0.923688;
-0.392850;0.923822;
-0.392500;0.923956;
-0.392150;0.924090;
-0.391800;0.924223;
-0.391450;0.924357;
-0.391100;0.924490;
-0.390750;0.924624;
-0.390400;0.924757;
-0.390050;0.924890;
-0.389700;0.925023;
-0.389350;0.925156;
-0.389000;0.925289;
-0.388650;0.925421;
-0.388300;0.925554;
-0.387950;0.925687;
-0.387600;0.925819;
-0.387250;0.925951;
-0.386900;0.926083;
-0.386550;0.926215;
-0.386200;0.926347;
-0.385850;0.926479;
-0.385500;0.926611;
-0.385150;0.926742;
-0.384800;0.926874;
-0.384450;0.927005;
-0.384100;0.927136;
-0.383750;0.927267;
-0.383400;0.927398;
-0.383050;0.927529;
-0.382700;0.927660;
-0.382350;0.927790;
-0.382000;0.927921;
-0.381650;0.928051;
-0.381300;0.928182;
-0.380950;0.928312;
-0.380600;0.928442;
-0.380250;0.928572;
-0.379900;0.928702;
-0.379550;0.928831;
